"FullName","Name","Size","Itemtype","Datemodified","Datecreated","Dateaccessed","Perceivedtype","Kind","Contributingartists","Album","Year","Genre","Conductors","Tags","Rating","Artist","Title","Track","Time","Bitrate","Ccaddresses","From"
"\\home.local\allfiles\media\music\cds\Pet Shop Boys\Discography\Pet Shop Boys-Discography-16-Jealousy.mp3","Pet Shop Boys-Discography-16-Jealousy.mp3","3.89 MB","MP3 Format Sound","3/20/2013 9:59 AM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pet Shop Boys","Discography","1991","Pop","","","Unrated","Pet Shop Boys","Jealousy","16","00:04:14","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pet Shop Boys\Discography\Pet Shop Boys-Discography-17-DJ Culture.mp3","Pet Shop Boys-Discography-17-DJ Culture.mp3","3.89 MB","MP3 Format Sound","3/20/2013 9:59 AM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pet Shop Boys","Discography","1991","Pop","","","Unrated","Pet Shop Boys","DJ Culture","17","00:04:14","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pet Shop Boys\Discography\Pet Shop Boys-Discography-18-Was It Worth It-.mp3","Pet Shop Boys-Discography-18-Was It Worth It-.mp3","4.01 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pet Shop Boys","Discography","1991","Pop","","","Unrated","Pet Shop Boys","Was It Worth It-","18","00:04:22","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-01-Rough Boys.mp3","Pete Townshend-Empty Glass-01-Rough Boys.mp3","3.71 MB","MP3 Format Sound","11/22/2013 3:32 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","Rough Boys","1","00:04:03","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-02-I Am an Animal.mp3","Pete Townshend-Empty Glass-02-I Am an Animal.mp3","3.47 MB","MP3 Format Sound","1/16/2014 7:23 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","I Am an Animal","2","00:03:47","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-03-And I Moved.mp3","Pete Townshend-Empty Glass-03-And I Moved.mp3","3.11 MB","MP3 Format Sound","11/22/2013 3:29 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","And I Moved","3","00:03:23","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-04-Let My Love Open the Door.mp3","Pete Townshend-Empty Glass-04-Let My Love Open the Door.mp3","2.51 MB","MP3 Format Sound","12/13/2012 6:05 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","Let My Love Open the Door","4","00:02:44","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-05-Jools and Jim.mp3","Pete Townshend-Empty Glass-05-Jools and Jim.mp3","2.37 MB","MP3 Format Sound","12/13/2012 6:05 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","Jools and Jim","5","00:02:35","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-06-Keep on Working.mp3","Pete Townshend-Empty Glass-06-Keep on Working.mp3","3.09 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","Keep on Working","6","00:03:22","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-07-Cat's in the Cupboard.mp3","Pete Townshend-Empty Glass-07-Cat's in the Cupboard.mp3","3.25 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","Cat's in the Cupboard","7","00:03:33","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-08-A Little Is Enough.mp3","Pete Townshend-Empty Glass-08-A Little Is Enough.mp3","4.28 MB","MP3 Format Sound","1/16/2014 7:23 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","A Little Is Enough","8","00:04:40","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-09-Empty Glass.mp3","Pete Townshend-Empty Glass-09-Empty Glass.mp3","4.92 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","Empty Glass","9","00:05:22","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Pete Townshend\Empty Glass\Pete Townshend-Empty Glass-10-Gonna Get Ya.mp3","Pete Townshend-Empty Glass-10-Gonna Get Ya.mp3","5.82 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Pete Townshend","Empty Glass","1980","Rock","","","Unrated","Pete Townshend","Gonna Get Ya","10","00:06:21","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\01 Terraces.mp3","01 Terraces.mp3","16.3 MB","MP3 Format Sound","1/16/2014 7:23 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Terraces","1","00:07:07","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\02 For the Time Being.mp3","02 For the Time Being.mp3","11.9 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","For the Time Being","2","00:05:12","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\03 If Only I Had Known.mp3","03 If Only I Had Known.mp3","13.9 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","If Only I Had Known","3","00:06:05","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\04 Evansong.mp3","04 Evansong.mp3","18.5 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Evansong","4","00:08:06","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\05 Page 172.mp3","05 Page 172.mp3","13.8 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Page 172","5","00:06:01","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\06 Liten Visa Till Karin.mp3","06 Liten Visa Till Karin.mp3","11.3 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Liten Visa Till Karin","6","00:04:57","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\07 Bulgaria.mp3","07 Bulgaria.mp3","10.9 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Bulgaria","7","00:04:47","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\08 Ambleside.mp3","08 Ambleside.mp3","15.1 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:23 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Ambleside","8","00:06:36","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\09 Phrase One.mp3","09 Phrase One.mp3","12.1 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Phrase One","9","00:05:19","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\10 Palle's Headache.mp3","10 Palle's Headache.mp3","12.4 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Palle's Headache","10","00:05:26","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Erskine\Time Being\11 Pieds-En-L'Air.mp3","11 Pieds-En-L'Air.mp3","10.5 MB","MP3 Format Sound","11/22/2013 3:49 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Erskine","Time Being","1993","Jazz","","","Unrated","Peter Erskine","Pieds-En-L'Air","11","00:04:36","?320kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-01-The Feeling Begins.mp3","Peter Gabriel-Passion-01-The Feeling Begins.mp3","3.65 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","The Feeling Begins","1","00:03:59","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-02-Gethsemane.mp3","Peter Gabriel-Passion-02-Gethsemane.mp3","1.30 MB","MP3 Format Sound","11/22/2013 3:51 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Gethsemane","2","00:01:25","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-03-Of These, Hope.mp3","Peter Gabriel-Passion-03-Of These, Hope.mp3","3.59 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Of These, Hope","3","00:03:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-04-Lazarus Raised.mp3","Peter Gabriel-Passion-04-Lazarus Raised.mp3","1.30 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Lazarus Raised","4","00:01:25","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-05-Of These, Hope (Reprise).mp3","Peter Gabriel-Passion-05-Of These, Hope (Reprise).mp3","2.51 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Of These, Hope (Reprise)","5","00:02:44","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-06-In Doubt.mp3","Peter Gabriel-Passion-06-In Doubt.mp3","1.41 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","In Doubt","6","00:01:32","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-07-A Different Drum.mp3","Peter Gabriel-Passion-07-A Different Drum.mp3","4.27 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","A Different Drum","7","00:04:40","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-08-Zaar.mp3","Peter Gabriel-Passion-08-Zaar.mp3","4.47 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Zaar","8","00:04:53","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-09-Troubled.mp3","Peter Gabriel-Passion-09-Troubled.mp3","2.67 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Troubled","9","00:02:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-10-Open.mp3","Peter Gabriel-Passion-10-Open.mp3","3.16 MB","MP3 Format Sound","11/22/2013 3:51 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Open","10","00:03:27","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-11-Before Night Falls.mp3","Peter Gabriel-Passion-11-Before Night Falls.mp3","2.13 MB","MP3 Format Sound","11/22/2013 3:51 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Before Night Falls","11","00:02:19","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-12-With This Love.mp3","Peter Gabriel-Passion-12-With This Love.mp3","3.34 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","With This Love","12","00:03:39","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-13-Sandstorm.mp3","Peter Gabriel-Passion-13-Sandstorm.mp3","2.78 MB","MP3 Format Sound","11/22/2013 3:51 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Sandstorm","13","00:03:02","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-14-Stigmata.mp3","Peter Gabriel-Passion-14-Stigmata.mp3","2.25 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Stigmata","14","00:02:27","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-15-Passion.mp3","Peter Gabriel-Passion-15-Passion.mp3","6.99 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Passion","15","00:07:38","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-16-With This Love (Choir).mp3","Peter Gabriel-Passion-16-With This Love (Choir).mp3","3.06 MB","MP3 Format Sound","1/16/2014 7:24 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","With This Love (Choir)","16","00:03:20","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-17-Wall of Breath.mp3","Peter Gabriel-Passion-17-Wall of Breath.mp3","2.27 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Wall of Breath","17","00:02:29","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-18-The Promise of Shadows.mp3","Peter Gabriel-Passion-18-The Promise of Shadows.mp3","2.03 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","The Promise of Shadows","18","00:02:13","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-19-Disturbed.mp3","Peter Gabriel-Passion-19-Disturbed.mp3","3.28 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Disturbed","19","00:03:35","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-20-It Is Accomplished.mp3","Peter Gabriel-Passion-20-It Is Accomplished.mp3","2.67 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","It Is Accomplished","20","00:02:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Passion Music for The Last Temptation Of Christ\Peter Gabriel-Passion-21-Bread and Wine.mp3","Peter Gabriel-Passion-21-Bread and Wine.mp3","2.12 MB","MP3 Format Sound","3/31/2013 10:38 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Passion","1989","Soundtrack","","","Unrated","Peter Gabriel","Bread and Wine","21","00:02:19","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-01-The Rhythm of the Heat.mp3","Peter Gabriel-Plays Live Disc 1-01-The Rhythm of the Heat.mp3","5.89 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","The Rhythm of the Heat","1","00:06:26","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-02-I Have the Touch.mp3","Peter Gabriel-Plays Live Disc 1-02-I Have the Touch.mp3","4.32 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","I Have the Touch","2","00:04:43","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-03-Not One of Us.mp3","Peter Gabriel-Plays Live Disc 1-03-Not One of Us.mp3","5.35 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","Not One of Us","3","00:05:50","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-04-Family Snapshot.mp3","Peter Gabriel-Plays Live Disc 1-04-Family Snapshot.mp3","4.40 MB","MP3 Format Sound","11/22/2013 3:26 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","Family Snapshot","4","00:04:48","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-05-D.I.Y.mp3","Peter Gabriel-Plays Live Disc 1-05-D.I.Y.mp3","3.75 MB","MP3 Format Sound","12/13/2012 6:06 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","D.I.Y.","5","00:04:06","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-06-The Family and the Fishing Net.mp3","Peter Gabriel-Plays Live Disc 1-06-The Family and the Fishing Net.mp3","6.92 MB","MP3 Format Sound","1/16/2014 7:23 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","The Family and the Fishing Net","6","00:07:34","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-07-Intruder.mp3","Peter Gabriel-Plays Live Disc 1-07-Intruder.mp3","4.33 MB","MP3 Format Sound","11/22/2013 3:29 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","Intruder","7","00:04:43","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Plays Live (12)\Peter Gabriel-Plays Live Disc 1-08-I Go Swimming.mp3","Peter Gabriel-Plays Live Disc 1-08-I Go Swimming.mp3","4.65 MB","MP3 Format Sound","11/22/2013 3:27 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Plays Live Disc 1","1983","Rock","","","Unrated","Peter Gabriel","I Go Swimming","8","00:05:04","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-01-Solsbury Hill.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-01-Solsbury Hill.mp3","3.97 MB","MP3 Format Sound","11/22/2013 3:29 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","Solsbury Hill","1","00:04:20","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-02-I Don't Remember.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-02-I Don't Remember.mp3","3.49 MB","MP3 Format Sound","12/13/2012 5:40 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","I Don't Remember","2","00:03:48","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-03-Sledgehammer.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-03-Sledgehammer.mp3","4.51 MB","MP3 Format Sound","11/22/2013 3:27 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","Sledgehammer","3","00:04:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-04-Family Snapshot.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-04-Family Snapshot.mp3","4.05 MB","MP3 Format Sound","12/13/2012 5:40 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","Family Snapshot","4","00:04:25","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-05-Mercy Street.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-05-Mercy Street.mp3","4.33 MB","MP3 Format Sound","12/13/2012 5:40 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","Mercy Street","5","00:04:43","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-06-Shaking the Tree.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-06-Shaking the Tree.mp3","5.86 MB","MP3 Format Sound","12/13/2012 5:40 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","Shaking the Tree","6","00:06:24","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-07-Don't Give Up.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-07-Don't Give Up.mp3","5.43 MB","MP3 Format Sound","12/13/2012 5:40 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","Don't Give Up","7","00:05:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\Peter Gabriel\Shaking the Tree Sixteen Golden Greats\Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-08-San Jacinto.mp3","Peter Gabriel-Shaking the Tree- Sixteen Golden Greats-08-San Jacinto.mp3","6.11 MB","MP3 Format Sound","12/13/2012 5:40 PM","11/25/2014 9:24 PM","7/10/2018 8:11 AM","Audio","Music","Peter Gabriel","Shaking the Tree: Sixteen Golden Greats","1990","Rock","","","Unrated","Peter Gabriel","San Jacinto","8","00:06:40","?128kbps","",""
